transaction_id,transaction_date,transaction_amount,transaction_type,merchant_id,mcc,merchant_category,merchant_size,merchant_monthly_upi_receipts,merchant_region,payer_bank,acquirer_bank,transaction_status,upi_app,policy_version,source_type
TX00020336,2026-10-23,182.82,P2M,M05622,5999,Other Retail,Small,54474.43,East,HDFC Bank,ICICI Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020337,2026-10-28,250.59,P2P,None,None,None,None,,North,HDFC Bank,ICICI Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020338,2026-10-18,498.45,P2P,None,None,None,None,,West,SBI,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020339,2026-10-17,387.45,P2M,M01212,5311,Department Stores,Small,41630.27,North,HDFC Bank,SBI,Success,Other,MDR_2026,Synthetic_Calibrated
TX00020340,2026-10-31,285.35,P2M,M02084,5732,Electronics,Small,38025.07,West,Kotak Mahindra Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020341,2026-10-26,427.42,P2M,M07392,5411,Grocery,Medium,526871.11,East,HDFC Bank,ICICI Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020342,2026-10-15,236.45,P2M,M11745,4814,Telecom,Large,5779446.75,East,SBI,HDFC Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020343,2026-10-30,2001.0,P2M,M03194,5732,Electronics,Medium,783690.8,Central,SBI,Axis Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020344,2026-10-25,162.83,P2M,M03677,5311,Department Stores,Small,75280.65,North,HDFC Bank,SBI,Success,Other,MDR_2026,Synthetic_Calibrated
TX00020345,2026-10-30,273.7,P2M,M04997,5732,Electronics,Small,51441.28,South,ICICI Bank,Kotak Mahindra Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020346,2026-10-21,268.29,P2M,M06033,5999,Other Retail,Small,87076.99,West,Axis Bank,IndusInd Bank,Failed,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020347,2026-10-27,249.65,P2M,M02859,5311,Department Stores,Small,55983.95,West,Kotak Mahindra Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020348,2026-10-30,204.98,P2M,M09193,5732,Electronics,Small,82008.55,South,IndusInd Bank,Kotak Mahindra Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020349,2026-10-25,471.23,P2P,None,None,None,None,,East,SBI,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020350,2026-10-20,343.53,P2M,M05493,5411,Grocery,Small,98202.55,Central,Axis Bank,HDFC Bank,Failed,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020351,2026-10-30,397.05,P2M,M06481,5999,Other Retail,Small,71889.41,East,HDFC Bank,HDFC Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020352,2026-10-23,987.73,P2M,M00772,5311,Department Stores,Medium,954414.68,South,HDFC Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020353,2026-10-15,2354.85,P2P,None,None,None,None,,North,ICICI Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020354,2026-10-20,1591.36,P2P,None,None,None,None,,West,Axis Bank,Axis Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020355,2026-10-26,514.79,P2P,None,None,None,None,,Central,Kotak Mahindra Bank,Kotak Mahindra Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020356,2026-10-29,3080.01,P2P,None,None,None,None,,South,ICICI Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020357,2026-10-16,1600.47,P2P,None,None,None,None,,West,IndusInd Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020358,2026-10-18,165.81,P2M,M07724,5311,Department Stores,Medium,262859.68,South,Kotak Mahindra Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020359,2026-10-20,605.69,P2M,M08134,5732,Electronics,Medium,403213.67,West,ICICI Bank,Axis Bank,Success,BHIM,MDR_2026,Synthetic_Calibrated
TX00020360,2026-10-31,73.65,P2M,M06552,5814,Fast Food,Small,70082.08,North,Kotak Mahindra Bank,Axis Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020361,2026-10-16,96.74,P2M,M00038,5999,Other Retail,Small,82957.69,West,IndusInd Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020362,2026-10-16,423.42,P2M,M05448,5999,Other Retail,Large,5901192.37,North,HDFC Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020363,2026-10-19,64.9,P2M,M02468,5999,Other Retail,Medium,950602.96,North,HDFC Bank,Kotak Mahindra Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020364,2026-10-29,370.1,P2M,M11094,5411,Grocery,Large,1527589.01,South,HDFC Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020365,2026-10-20,3490.49,P2P,None,None,None,None,,North,SBI,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020366,2026-10-22,1926.82,P2P,None,None,None,None,,West,IndusInd Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020367,2026-10-27,1838.13,P2P,None,None,None,None,,East,Kotak Mahindra Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020368,2026-10-17,1968.45,P2M,M11281,5541,Fuel,Small,55968.35,Central,Axis Bank,Kotak Mahindra Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020369,2026-10-28,462.36,P2P,None,None,None,None,,East,Kotak Mahindra Bank,HDFC Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020370,2026-10-18,2312.97,P2P,None,None,None,None,,East,Kotak Mahindra Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020371,2026-10-31,438.09,P2M,M05277,4814,Telecom,Large,2183812.87,West,Axis Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020372,2026-10-29,372.7,P2M,M04544,5411,Grocery,Medium,211377.37,East,HDFC Bank,ICICI Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020373,2026-10-23,499.25,P2M,M01119,5311,Department Stores,Small,57396.52,Central,Kotak Mahindra Bank,Kotak Mahindra Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020374,2026-10-15,1756.05,P2M,M03545,5814,Fast Food,Medium,868667.57,North,HDFC Bank,HDFC Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020375,2026-10-17,499.96,P2M,M04444,5814,Fast Food,Medium,450831.88,East,IndusInd Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020376,2026-10-18,983.96,P2P,None,None,None,None,,West,SBI,Kotak Mahindra Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020377,2026-10-31,288.31,P2M,M01648,6211,Capital Markets,Large,6560841.33,West,Kotak Mahindra Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020378,2026-10-30,175.15,P2M,M07376,5411,Grocery,Medium,879624.95,North,Kotak Mahindra Bank,Axis Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020379,2026-10-25,6346.03,P2M,M10063,5411,Grocery,Small,78920.24,South,SBI,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020380,2026-10-26,1966.16,P2P,None,None,None,None,,East,HDFC Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020381,2026-10-23,1827.7,P2P,None,None,None,None,,Central,ICICI Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020382,2026-10-23,145.05,P2M,M03940,5311,Department Stores,Small,99890.89,North,SBI,SBI,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020383,2026-10-29,4278.94,P2P,None,None,None,None,,East,SBI,SBI,Success,BHIM,MDR_2026,Synthetic_Calibrated
TX00020384,2026-10-28,146.5,P2M,M09877,5541,Fuel,Medium,887648.21,East,Axis Bank,ICICI Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020385,2026-10-30,3456.66,P2P,None,None,None,None,,West,SBI,HDFC Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020386,2026-10-17,1015.05,P2P,None,None,None,None,,West,HDFC Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020387,2026-10-25,4424.6,P2P,None,None,None,None,,South,Kotak Mahindra Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020388,2026-10-30,1098.07,P2P,None,None,None,None,,North,ICICI Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020389,2026-10-28,316.72,P2M,M10168,5311,Department Stores,Medium,484490.15,West,HDFC Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020390,2026-10-27,4450.89,P2M,M08154,4112,Railways,Small,54928.59,Central,Axis Bank,Kotak Mahindra Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020391,2026-10-29,153.54,P2M,M07593,6211,Capital Markets,Large,1634289.48,North,ICICI Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020392,2026-10-22,5807.9,P2P,None,None,None,None,,North,SBI,ICICI Bank,Failed,BHIM,MDR_2026,Synthetic_Calibrated
TX00020393,2026-10-23,733.51,P2P,None,None,None,None,,Central,Kotak Mahindra Bank,Axis Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020394,2026-10-20,175.1,P2M,M02640,5999,Other Retail,Large,5938760.22,Central,SBI,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020395,2026-10-20,157.49,P2M,M11789,5411,Grocery,Small,66231.96,South,Axis Bank,IndusInd Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020396,2026-10-23,188.33,P2M,M01990,5411,Grocery,Small,63901.46,East,IndusInd Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020397,2026-10-19,315.97,P2M,M11285,5814,Fast Food,Small,56739.17,North,Kotak Mahindra Bank,Kotak Mahindra Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020398,2026-10-16,186.29,P2M,M05262,5814,Fast Food,Small,14270.21,East,HDFC Bank,SBI,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020399,2026-10-26,488.66,P2M,M02081,5814,Fast Food,Small,94315.77,Central,HDFC Bank,SBI,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020400,2026-10-17,132.15,P2M,M05949,5411,Grocery,Small,94562.4,South,IndusInd Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020401,2026-10-22,424.06,P2P,None,None,None,None,,South,IndusInd Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020402,2026-10-28,155.8,P2M,M05902,5999,Other Retail,Small,41534.7,East,IndusInd Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020403,2026-10-31,1887.97,P2P,None,None,None,None,,North,Axis Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020404,2026-10-24,1078.32,P2P,None,None,None,None,,East,ICICI Bank,IndusInd Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020405,2026-10-24,4883.2,P2P,None,None,None,None,,West,SBI,ICICI Bank,Failed,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020406,2026-10-30,454.02,P2M,M07188,5311,Department Stores,Small,49666.05,North,HDFC Bank,SBI,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020407,2026-10-20,73.01,P2M,M07279,5311,Department Stores,Large,9161710.35,Central,ICICI Bank,IndusInd Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020408,2026-10-16,208.6,P2M,M00697,5411,Grocery,Small,87955.29,South,Axis Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020409,2026-10-26,1430.27,P2P,None,None,None,None,,North,Kotak Mahindra Bank,Kotak Mahindra Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020410,2026-10-18,254.37,P2P,None,None,None,None,,North,ICICI Bank,HDFC Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020411,2026-10-18,1572.23,P2P,None,None,None,None,,North,HDFC Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020412,2026-10-22,333.15,P2M,M10361,5812,Restaurant,Medium,235965.18,North,Axis Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020413,2026-10-31,5836.02,P2M,M06461,5999,Other Retail,Small,55454.58,West,Kotak Mahindra Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020414,2026-10-19,487.17,P2M,M00599,5411,Grocery,Small,51496.16,North,Kotak Mahindra Bank,Kotak Mahindra Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020415,2026-10-18,3142.01,P2P,None,None,None,None,,South,Axis Bank,Axis Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020416,2026-10-25,323.38,P2M,M01788,5999,Other Retail,Medium,223438.16,South,ICICI Bank,IndusInd Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020417,2026-10-23,411.27,P2M,M05650,5999,Other Retail,Medium,968225.06,South,ICICI Bank,SBI,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020418,2026-10-18,253.02,P2M,M02003,5311,Department Stores,Medium,673686.02,North,IndusInd Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020419,2026-10-16,414.7,P2P,None,None,None,None,,South,IndusInd Bank,HDFC Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020420,2026-10-17,2578.37,P2P,None,None,None,None,,North,SBI,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020421,2026-10-20,8503.94,P2P,None,None,None,None,,Central,ICICI Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020422,2026-10-16,765.0,P2P,None,None,None,None,,East,HDFC Bank,HDFC Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020423,2026-10-30,122.91,P2M,M06653,5311,Department Stores,Small,11518.79,North,IndusInd Bank,ICICI Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020424,2026-10-20,1244.07,P2M,M05268,5411,Grocery,Small,84300.28,East,SBI,Kotak Mahindra Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020425,2026-10-22,24187.56,P2P,None,None,None,None,,South,Axis Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020426,2026-10-18,224.24,P2M,M06276,5411,Grocery,Small,94097.88,West,SBI,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020427,2026-10-23,918.57,P2P,None,None,None,None,,Central,HDFC Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020428,2026-10-15,426.71,P2M,M08872,5732,Electronics,Medium,195278.73,South,Axis Bank,HDFC Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020429,2026-10-19,1388.91,P2P,None,None,None,None,,East,ICICI Bank,Kotak Mahindra Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020430,2026-10-23,84.99,P2M,M03881,5812,Restaurant,Small,76485.75,East,Axis Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020431,2026-10-30,541.96,P2P,None,None,None,None,,South,ICICI Bank,SBI,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020432,2026-10-24,249.66,P2M,M09755,5814,Fast Food,Medium,810952.0,South,ICICI Bank,ICICI Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020433,2026-10-17,2190.12,P2P,None,None,None,None,,South,ICICI Bank,Axis Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020434,2026-10-16,489.69,P2M,M06027,5411,Grocery,Small,53615.8,East,Axis Bank,IndusInd Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020435,2026-10-27,66.62,P2M,M06608,5999,Other Retail,Large,3926725.32,East,Kotak Mahindra Bank,IndusInd Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020436,2026-10-26,1293.09,P2M,M09308,5999,Other Retail,Small,76095.06,East,HDFC Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020437,2026-10-27,4141.36,P2P,None,None,None,None,,North,SBI,Kotak Mahindra Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020438,2026-10-26,2851.34,P2P,None,None,None,None,,East,Kotak Mahindra Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020439,2026-10-19,221.94,P2M,M05716,5411,Grocery,Medium,306525.44,West,HDFC Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020440,2026-10-26,323.92,P2M,M10395,5411,Grocery,Small,48483.26,North,SBI,Axis Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020441,2026-10-27,835.35,P2P,None,None,None,None,,South,Kotak Mahindra Bank,Kotak Mahindra Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020442,2026-10-21,1028.63,P2P,None,None,None,None,,East,HDFC Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020443,2026-10-15,94.36,P2M,M10764,5999,Other Retail,Small,64473.03,East,ICICI Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020444,2026-10-21,1376.71,P2P,None,None,None,None,,Central,HDFC Bank,Axis Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020445,2026-10-17,959.1,P2P,None,None,None,None,,East,IndusInd Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020446,2026-10-25,6341.6,P2M,M08562,5541,Fuel,Small,26099.22,West,SBI,SBI,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020447,2026-10-17,96.28,P2M,M10970,5541,Fuel,Small,19972.77,North,HDFC Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020448,2026-10-20,492.16,P2M,M06549,5812,Restaurant,Medium,391614.09,West,ICICI Bank,SBI,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020449,2026-10-21,2107.85,P2P,None,None,None,None,,West,IndusInd Bank,SBI,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020450,2026-10-30,462.46,P2M,M06837,5999,Other Retail,Small,75911.77,Central,ICICI Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020451,2026-10-24,4058.1,P2M,M02755,5999,Other Retail,Small,55648.61,East,Kotak Mahindra Bank,ICICI Bank,Success,BHIM,MDR_2026,Synthetic_Calibrated
TX00020452,2026-10-15,1122.92,P2M,M09087,5999,Other Retail,Small,46204.49,Central,ICICI Bank,ICICI Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020453,2026-10-20,235.09,P2M,M00509,5411,Grocery,Small,95929.97,East,ICICI Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020454,2026-10-22,204.21,P2M,M05946,5311,Department Stores,Large,7099121.01,South,IndusInd Bank,SBI,Success,Other,MDR_2026,Synthetic_Calibrated
TX00020455,2026-10-17,1059.05,P2P,None,None,None,None,,North,ICICI Bank,IndusInd Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020456,2026-10-15,455.92,P2M,M09786,5814,Fast Food,Small,25706.95,North,Kotak Mahindra Bank,ICICI Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020457,2026-10-17,199.84,P2M,M08571,5411,Grocery,Small,86086.72,North,SBI,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020458,2026-10-24,307.73,P2M,M09260,5999,Other Retail,Small,69182.13,West,SBI,Kotak Mahindra Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020459,2026-10-30,616.28,P2P,None,None,None,None,,Central,SBI,ICICI Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020460,2026-10-20,3309.47,P2P,None,None,None,None,,West,ICICI Bank,Kotak Mahindra Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020461,2026-10-30,4225.97,P2P,None,None,None,None,,South,Kotak Mahindra Bank,SBI,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020462,2026-10-19,360.94,P2M,M03069,5999,Other Retail,Small,76553.02,East,HDFC Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020463,2026-10-23,245.82,P2M,M10562,4112,Railways,Small,98506.43,South,HDFC Bank,IndusInd Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020464,2026-10-17,451.24,P2M,M04343,5999,Other Retail,Medium,778446.77,East,Kotak Mahindra Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020465,2026-10-21,2120.65,P2P,None,None,None,None,,Central,HDFC Bank,IndusInd Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020466,2026-10-26,212.75,P2M,M05977,4112,Railways,Small,87440.63,North,Axis Bank,Axis Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020467,2026-10-23,67.13,P2M,M02084,5311,Department Stores,Small,78375.07,Central,Kotak Mahindra Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020468,2026-10-24,2464.71,P2P,None,None,None,None,,West,Axis Bank,Kotak Mahindra Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020469,2026-10-26,582.63,P2P,None,None,None,None,,West,Kotak Mahindra Bank,Kotak Mahindra Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020470,2026-10-18,470.24,P2P,None,None,None,None,,Central,Kotak Mahindra Bank,IndusInd Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020471,2026-10-15,11783.54,P2P,None,None,None,None,,Central,Axis Bank,ICICI Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020472,2026-10-30,67.3,P2M,M08769,5411,Grocery,Medium,767218.34,East,HDFC Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020473,2026-10-16,408.36,P2M,M01335,5411,Grocery,Small,33824.64,East,Axis Bank,HDFC Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020474,2026-10-25,318.55,P2M,M09220,5812,Restaurant,Small,70987.61,South,SBI,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020475,2026-10-28,3370.5,P2P,None,None,None,None,,North,HDFC Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020476,2026-10-29,256.58,P2M,M06544,5411,Grocery,Small,31897.98,West,Axis Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020477,2026-10-22,506.31,P2P,None,None,None,None,,North,Kotak Mahindra Bank,Kotak Mahindra Bank,Success,Other,MDR_2026,Synthetic_Calibrated
TX00020478,2026-10-28,815.36,P2P,None,None,None,None,,North,HDFC Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020479,2026-10-29,4193.08,P2P,None,None,None,None,,South,Kotak Mahindra Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020480,2026-10-20,92.16,P2M,M04796,5812,Restaurant,Small,15932.9,West,ICICI Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020481,2026-10-27,67.23,P2M,M00330,5541,Fuel,Medium,983431.97,Central,HDFC Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020482,2026-10-21,2906.38,P2P,None,None,None,None,,North,Kotak Mahindra Bank,SBI,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020483,2026-10-18,460.34,P2M,M00887,5732,Electronics,Medium,876377.25,North,Kotak Mahindra Bank,ICICI Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020484,2026-10-29,818.21,P2P,None,None,None,None,,East,IndusInd Bank,SBI,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020485,2026-10-28,675.31,P2P,None,None,None,None,,West,Axis Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020486,2026-10-29,361.32,P2M,M05124,4814,Telecom,Large,9554951.68,East,Kotak Mahindra Bank,Kotak Mahindra Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020487,2026-10-29,4790.7,P2P,None,None,None,None,,West,HDFC Bank,Kotak Mahindra Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020488,2026-10-31,1274.19,P2P,None,None,None,None,,West,Kotak Mahindra Bank,HDFC Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020489,2026-10-15,1307.98,P2P,None,None,None,None,,East,HDFC Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020490,2026-10-22,2001.0,P2M,M01289,5814,Fast Food,Medium,115508.63,South,HDFC Bank,HDFC Bank,Success,Other,MDR_2026,Synthetic_Calibrated
TX00020491,2026-10-27,188.21,P2M,M04237,5411,Grocery,Small,27557.49,South,SBI,Axis Bank,Success,BHIM,MDR_2026,Synthetic_Calibrated
TX00020492,2026-10-27,132.48,P2M,M09659,5311,Department Stores,Medium,759071.42,South,IndusInd Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020493,2026-10-24,279.99,P2M,M02615,6211,Capital Markets,Medium,778980.21,East,Axis Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020494,2026-10-26,325.79,P2M,M04392,5411,Grocery,Large,9203146.05,North,IndusInd Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020495,2026-10-31,235.26,P2M,M09745,4112,Railways,Large,3250467.38,West,SBI,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020496,2026-10-22,5893.68,P2P,None,None,None,None,,South,IndusInd Bank,SBI,Success,Other,MDR_2026,Synthetic_Calibrated
TX00020497,2026-10-24,4645.84,P2P,None,None,None,None,,North,IndusInd Bank,Axis Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00020498,2026-10-30,484.63,P2M,M10768,4814,Telecom,Large,4876038.16,North,Axis Bank,SBI,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020499,2026-10-20,3892.63,P2P,None,None,None,None,,South,SBI,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00020500,2026-10-26,2317.04,P2P,None,None,None,None,,West,SBI,IndusInd Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00020501,2026-10-24,556.42,P2P,None,None,None,None,,East,ICICI Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
